CUST_ID,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD
ID1122,4696,37,25.0,12
ID10355,8515715,37,126.0,12
ID17970,372754,37,126.0,12
ID9705,1244,37,126.0,12
ID2568,35870,37,126.0,12
ID15476,0,37,126.0,12
ID26671,14185,37,25.0,12
ID2451,2248822,37,126.0,12
ID29121,2248,37,25.0,12
ID28717,60353,37,25.0,12
ID14753,15777,37,25.0,12
ID6810,368,37,25.0,12
ID15424,671,37,25.0,12
ID375,164255,37,25.0,12
ID25303,58231,37,25.0,12
ID20603,1934,37,126.0,12
ID3519,720486,37,25.0,12
ID21572,83150,37,126.0,12
ID3668,829,37,25.0,12
ID16417,267657,37,126.0,12
ID11509,28219,37,126.0,12
ID9984,22438,37,126.0,12
ID22957,2403,37,25.0,12
ID2189,438481,37,25.0,03
ID5005,1822,37,126.0,12
ID8163,223565,37,,
ID17208,29059,37,126.0,12
ID16857,7245,37,126.0,12
ID13204,725,37,126.0,12
ID8310,81,37,25.0,12
ID17311,168467,37,126.0,12
ID11873,84474,37,25.0,12
ID14493,13423,37,126.0,12
ID19351,6868,37,25.0,12
ID17814,38144,37,126.0,12
ID6758,177,37,25.0,12
ID25940,0,37,25.0,12
ID10447,5348915,37,126.0,12
ID16867,444827,37,25.0,12
ID3074,9368,37,126.0,12
ID22899,0,37,25.0,12
ID13646,6086,37,,12
ID2351,5026,37,25.0,12
ID1605,1073149,37,126.0,12
ID4385,71586,37,25.0,12
ID6386,7950,37,25.0,12
ID29602,864261,37,126.0,12
ID12751,811,37,25.0,12
ID16423,396374,37,126.0,12
ID8612,2131,37,126.0,12
ID2433,56,37,25.0,12
ID12857,9950824,37,126.0,12
ID2931,274251,37,25.0,12
ID18124,167583,37,25.0,12
ID5752,129266,37,25.0,12
ID20059,7194,37,126.0,12
ID26778,3869,37,126.0,12
ID17087,1068455,37,25.0,12
ID1144,407873,37,25.0,12
ID28458,38416,37,126.0,12
ID18027,243231,37,126.0,12
ID20285,528,37,25.0,12
ID18428,616277,37,25.0,12
ID26473,589726,37,126.0,12
ID10535,12673,37,25.0,12
ID7240,286132,37,126.0,12
ID14016,1009,37,126.0,12
ID1138,6344,37,25.0,12
ID20453,25233,37,126.0,12
ID28672,23801,37,25.0,12
ID14406,12808,37,25.0,12
ID3375,522520,37,25.0,12
ID28463,246298,37,25.0,12
ID539,1034,37,350.0,12
ID18165,135307,37,750.0,12
ID17915,1110,37,25.0,12
ID4945,14516,37,25.0,12
ID11948,103,37,126.0,12
ID19153,54960,37,126.0,12
ID7840,1534,37,126.0,12
ID12993,497,37,126.0,12
ID24144,49,37,25.0,12
ID19179,1091908,37,25.0,12
ID7970,1555038,37,126.0,12
ID9695,4225031,37,25.0,12
ID19414,886218,37,126.0,12
ID6748,1697,37,126.0,12
ID4023,1418461,37,350.0,12
ID5542,425372,37,126.0,12
ID8970,115783,37,126.0,12
ID9409,80921,37,25.0,12
ID7710,1313131,37,25.0,12
ID28219,358345,37,25.0,12
ID8164,33716,37,126.0,12
ID1689,58813,37,25.0,12
ID6956,185029,37,126.0,12
ID14423,0,37,126.0,12
ID531,1117898,37,126.0,12
ID21714,7488,37,126.0,12
ID19417,3117400,37,126.0,12
ID17195,610,37,126.0,12
ID2461,88132,37,126.0,12
ID24198,35177,37,25.0,12
ID3196,38,37,25.0,12
ID7949,2159172,37,126.0,12
ID15421,2704,37,25.0,12
ID19081,213034,37,25.0,12
ID2181,48130,37,25.0,12
ID2803,1834,37,126.0,12
ID8919,1,37,25.0,12
ID17149,66616,37,126.0,12
ID6098,270,37,25.0,12
ID17477,0,37,126.0,12
ID5068,35544,37,25.0,12
ID20918,7749498,37,25.0,12
ID19566,248416,37,126.0,12
ID24009,69659,37,25.0,12
ID16763,13163,37,25.0,12
ID27179,230710,37,25.0,12
ID26307,49484,37,25.0,12
ID20898,34709,37,25.0,12
ID14914,0,37,126.0,12
ID25481,157983,37,126.0,12
ID23266,8618,37,126.0,12
ID9000,1562,37,25.0,12
ID16387,308166,37,25.0,12
ID13115,546438,37,25.0,12
ID1690,962672,37,126.0,12
ID9538,1740016,37,,12
ID115,52658,37,,12
ID12157,0,37,126.0,12
ID18047,392823,37,126.0,12
ID7660,214455,37,126.0,12
ID23328,54046,37,25.0,12
ID21407,26085,37,126.0,12
ID1915,809657,37,25.0,12
ID3183,250596,37,25.0,12
ID5132,11065,37,350.0,12
ID25174,6100,37,126.0,12
ID27231,358765,37,126.0,12
ID21002,30726,37,25.0,12
ID17009,4477,37,25.0,12
ID24548,1,37,126.0,12
ID13334,750880,37,25.0,12
ID20630,707293,37,126.0,12
ID1584,151335,37,126.0,12
ID25668,10536,37,25.0,12
ID12932,4189,37,126.0,12
ID6143,11306,37,126.0,12
ID198,2241,37,126.0,12
ID15861,68439,37,25.0,12
ID26771,550620,37,25.0,12
ID6457,1040,37,126.0,12
ID25935,96,37,126.0,12
ID27024,0,37,126.0,12
ID28804,241689,37,25.0,12
ID7473,92599,37,126.0,12
ID18481,191632,37,126.0,12
ID18153,5801,37,25.0,12
ID23920,41115,37,25.0,12
ID15491,4968,37,25.0,12
ID12189,1479567,37,126.0,12
ID22536,358173,37,25.0,12
ID27867,64104,37,126.0,12
ID27044,90430,37,126.0,12
ID20814,0,37,25.0,12
ID734,4181665,37,350.0,12
ID28580,349377,37,25.0,12
ID7610,39554,37,126.0,12
ID16229,1148420,37,25.0,12
ID19928,120774,37,25.0,12
ID22980,5390,37,126.0,12
ID18344,1755985,37,126.0,12
ID10567,1538,37,126.0,12
ID20562,62052,37,126.0,12
ID22139,1397,37,25.0,12
ID23827,26320,37,25.0,12
ID1299,21269,37,25.0,12
ID24288,11558,37,126.0,12
ID29563,588,37,126.0,12
ID1271,108824,37,25.0,12
ID11271,1412,37,126.0,12
ID1522,134998,37,25.0,12
ID2555,5688,37,126.0,12
ID15097,193972,37,126.0,12
ID17139,72288,37,25.0,12
ID29049,8778,37,25.0,12
ID21919,1903095,37,126.0,12
ID9197,166914,37,126.0,12
ID14732,8486,37,126.0,12
ID21109,1096,37,25.0,12
ID9616,3260319,37,25.0,12
ID23641,981261,37,126.0,12
ID21875,629093,37,25.0,12
ID18705,50307,37,126.0,12
ID2670,103,37,126.0,12
ID13085,4,37,,12
ID24439,264541,37,225.0,12
ID22259,101947,37,25.0,12
ID24171,77083,37,126.0,12
ID10959,4413341,37,25.0,12
ID22494,59310,37,126.0,12
ID7462,1129835,37,25.0,12
ID7940,123464,37,25.0,12
ID20812,45742,37,126.0,12
ID2794,29455,37,25.0,12
ID27474,17777,37,126.0,12
ID8792,6036,37,126.0,12
ID1662,1083878,37,126.0,12
ID17520,33957,37,126.0,12
ID19691,23950,37,126.0,12
ID29080,463416,37,126.0,12
ID21271,70511,37,126.0,12
ID16840,5308,37,25.0,12
ID8607,6350,37,25.0,12
ID4109,1861132,37,25.0,12
ID12828,0,37,25.0,12
ID3954,407784,37,25.0,12
ID14172,278216,37,25.0,12
ID5984,14751,37,25.0,12
ID23911,409017,37,25.0,12
ID16009,5946,37,25.0,12
ID8891,3335,37,25.0,12
ID4246,1085,37,25.0,12
ID22210,350068,37,126.0,12
ID1476,13583,37,25.0,12
ID1021,1064,37,126.0,12
ID906,58826,37,126.0,12
ID937,67,37,25.0,12
ID25045,534,37,126.0,12
ID23860,2953,37,126.0,12
ID10157,693790,37,,12
ID21310,5629,37,126.0,12
ID10270,0,37,25.0,12
ID23907,1249308,37,126.0,12
ID29112,56431,37,126.0,12
ID17343,45507,37,126.0,12
ID29531,68,37,126.0,12
ID25506,267837,37,126.0,12
ID8810,30079,37,25.0,12
ID10844,0,37,25.0,12
ID19116,16088,37,126.0,12
ID16571,1063925,37,126.0,12
ID17064,374111,37,126.0,12
ID26371,3058051,37,126.0,12
ID7004,10150,37,25.0,12
ID18391,27137,37,25.0,14
ID7934,910626,37,25.0,12
ID13451,2062,37,126.0,12
ID3258,1840685,37,350.0,12
ID25396,10487,37,126.0,12
ID17895,397221,37,25.0,12
ID10298,284415,37,25.0,12
ID14672,5139937,37,126.0,12
ID15840,911,37,25.0,12
ID14154,76,37,25.0,12
ID4796,29240,37,126.0,12
ID16379,8160,37,126.0,12
ID24669,8083,37,126.0,12
ID27816,74748,37,126.0,12
ID23394,24795,37,25.0,12
ID5728,4000918,37,25.0,12
ID16507,190710,37,126.0,12
ID29732,168452,37,25.0,12
ID23149,2142903,37,126.0,12
ID5512,1358382,37,126.0,12
ID24860,27595,37,25.0,12
ID10925,22201,37,126.0,12
ID29234,186,37,25.0,12
ID28661,79835,37,126.0,12
ID15593,24892,37,126.0,12
ID29235,1025550,37,126.0,12
ID17983,23665,37,25.0,12
ID7692,10767,37,126.0,12
ID117,128611,37,25.0,12
ID2723,144154,37,25.0,12
ID10767,919,37,126.0,12
ID2772,548070,37,126.0,12
ID19904,45479,37,126.0,12
ID25222,24670,37,126.0,12
ID22851,453974,37,126.0,12
ID10201,243110,37,126.0,12
ID3636,20076,37,126.0,12
ID4918,2867,37,126.0,12
ID26934,1465209,37,25.0,12
ID6403,461755,37,25.0,12
ID21563,1764,37,126.0,12
ID17912,427313,37,126.0,12
ID444,124296,37,126.0,12
ID13561,14170,37,25.0,12
ID29560,0,37,126.0,12
ID14463,64451,37,25.0,12
ID16345,9374,37,25.0,12
ID20992,5689308,37,126.0,12
ID9835,20696,37,25.0,12
ID16525,16207,37,126.0,12
ID672,31335,37,126.0,12
ID12565,207941,37,350.0,12
ID28243,0,37,126.0,12
ID23960,533988,37,25.0,12
ID25898,200299,37,25.0,12
ID22586,101,37,25.0,12
ID20741,622984,37,25.0,12
ID28695,33,37,25.0,12
ID19425,5053795,37,25.0,12
ID3408,710873,37,25.0,12
ID15026,4756,37,25.0,12
ID25072,28680,37,25.0,12
ID2756,5139,37,126.0,12
ID11035,177860,37,126.0,12
ID14294,1528,37,126.0,12
ID23601,5708068,37,126.0,12
ID20869,133117,37,25.0,12
ID11380,132010,37,126.0,12
ID8458,519,37,25.0,12
ID20429,28008,37,25.0,12
ID24278,337336,37,126.0,12
ID1732,100410,37,25.0,03
ID17562,41923,37,126.0,12
ID1706,97178,37,25.0,12
ID8173,20999,37,25.0,12
ID18139,12159,37,126.0,12
ID8897,10874,37,126.0,12
ID20975,84,37,126.0,12
ID28057,117373,37,25.0,12
ID24624,7299,37,25.0,12
ID24876,2401,37,126.0,12
ID7393,73532,37,25.0,12
ID11437,7731,37,25.0,12
ID8812,862046,37,25.0,12
ID24202,2049,37,126.0,12
ID22001,36620,37,25.0,12
ID2289,21641,37,126.0,12
ID4408,2602575,37,25.0,12
ID28761,2577127,37,25.0,12
ID4772,2146826,37,126.0,12
ID14126,102948,37,25.0,12
ID16290,4762,37,126.0,12
ID546,575931,37,25.0,12
ID28653,577,37,25.0,12
ID15645,7896086,37,126.0,12
ID17308,180755,37,25.0,12
ID18628,129887,37,25.0,12
ID5244,274,37,126.0,04
ID1062,142929,37,126.0,12
ID7899,55863,37,25.0,12
ID8025,996,37,25.0,12
ID13701,993299,37,25.0,12
ID18908,60433,37,25.0,12
ID6661,6084,37,25.0,12
ID22116,1745,37,126.0,12
ID67,132,37,126.0,12
ID25358,1059603,37,126.0,12
ID16488,77193,37,126.0,12
ID19528,7158,37,25.0,12
ID16751,1518679,37,126.0,12
ID22663,17,37,25.0,12
ID28035,0,37,25.0,12
ID21364,107694,37,126.0,12
ID22335,2078,37,126.0,12
ID20994,47009,37,126.0,12
ID2214,274224,37,126.0,12
ID2745,25939,37,25.0,12
ID5191,19468,37,126.0,12
ID28491,13453,37,126.0,12
ID13255,2806,37,126.0,12
ID18401,0,37,25.0,12
ID6512,1025487,37,126.0,12
ID22047,282521,37,25.0,12
ID5805,4241,37,126.0,12
ID16567,1,37,126.0,12
ID21931,20325,37,25.0,12
ID2358,12899,37,25.0,12
ID19920,4319,37,350.0,12
ID15778,503,37,25.0,12
ID14934,67873,37,25.0,12
ID5003,15760,37,126.0,12
ID16611,228262,37,25.0,12
ID2126,121392,37,126.0,12
ID16907,38060,37,25.0,12
ID22775,16626,37,25.0,12
ID19250,8688,37,25.0,12
ID21546,5360,37,25.0,12
ID14874,2936,37,25.0,12
ID17050,1059,37,25.0,12
ID13786,4977,37,126.0,12
ID14250,209246,37,25.0,12
ID891,49176,37,25.0,12
ID2752,1354,37,25.0,12
ID21111,966452,38,126.0,12
ID26906,2811,38,25.0,12
ID9291,48697,38,126.0,12
ID1959,15427,38,25.0,12
ID19681,28789,38,126.0,12
ID9744,204828,38,126.0,12
ID23215,2191,38,126.0,12
ID5860,70562,38,126.0,12
ID14191,15011,38,25.0,12
ID23598,2819110,38,126.0,12
ID3887,185754,38,25.0,12
ID20765,14430,38,25.0,12
ID28431,1,38,126.0,12
ID23030,77,38,126.0,12
ID14738,21625,38,,12
ID23993,38,38,126.0,12
ID2368,150556,38,126.0,12
ID2691,131068,38,25.0,12
ID23927,578777,38,25.0,12
ID3827,11479,38,25.0,12
ID8367,33313,38,126.0,12
ID21522,13,38,126.0,12
ID9567,1211678,38,126.0,12
ID29711,483879,38,25.0,12
ID20344,9814,38,126.0,12
ID24568,2584,38,350.0,12
ID27907,34991,38,25.0,12
ID21888,945,38,25.0,12
ID14307,1186,38,25.0,12
ID4438,673,38,25.0,12
ID19186,4111589,38,25.0,12
ID26162,1104188,38,126.0,12
ID23780,254088,38,25.0,12
ID19361,158202,38,25.0,12
ID11892,26683,38,,03
ID10453,18643,38,25.0,12
ID19327,16840,38,126.0,12
ID16085,5470,38,126.0,12
ID22518,157016,38,25.0,12
ID2966,135301,38,25.0,12
ID12610,816758,38,25.0,12
ID20022,431727,38,126.0,12
ID3186,136506,38,126.0,12
ID24941,22810,38,25.0,12
ID19881,108863,38,25.0,12
ID5500,530,38,25.0,12
ID29242,0,38,25.0,12
ID16057,131891,38,25.0,12
ID13121,33337,38,25.0,12
ID5180,88115,38,126.0,12
ID20271,86889,38,126.0,12
ID5276,303093,38,126.0,12
ID9778,289251,38,25.0,12
ID21184,512375,38,25.0,12
ID20995,99999,38,126.0,12
ID8069,79,38,126.0,12
ID21128,121260,38,25.0,12
ID16233,15718,38,126.0,12
ID5108,122644,38,25.0,12
ID7889,130727,38,126.0,12
ID14670,8758,38,126.0,12
ID23304,2120773,38,126.0,12
ID20880,0,38,126.0,12
ID14501,142150,38,126.0,12
ID4513,107743,38,126.0,12
ID25607,7060,38,25.0,12
ID16942,839519,38,126.0,12
ID4208,17293,38,25.0,12
ID13027,1390,38,25.0,12
ID25250,3148435,38,,12
ID2795,55172,38,126.0,12
ID7069,71945,38,25.0,12
ID7765,48375,38,25.0,12
ID22005,34,38,126.0,12
ID24551,27436,38,126.0,12
ID4978,4721783,38,126.0,12
ID24150,438653,38,,03
ID4101,76548,38,126.0,12
ID20762,15666,38,126.0,12
ID3961,107334,38,126.0,12
ID4658,4,38,25.0,12
ID1436,652061,38,25.0,12
ID3855,70497,38,25.0,12
ID20410,125995,38,25.0,12
ID10814,467541,38,25.0,12
ID9556,115460,38,126.0,12
ID6529,10421,38,25.0,12
ID6493,295688,38,126.0,12
ID10055,50888,38,126.0,12
ID28012,8881,38,25.0,12
ID27627,55,38,126.0,12
ID12418,40858,38,25.0,12
ID10462,1028,38,25.0,12
ID8215,378,38,126.0,12
ID1390,896980,38,25.0,12
ID19217,261165,38,126.0,12
ID2504,438539,38,126.0,12
ID2680,96,38,126.0,12
ID24683,88074,38,126.0,12
ID14995,134675,38,25.0,12
ID17824,2973,38,25.0,12
ID26913,819986,38,126.0,12
ID28794,520708,38,126.0,12
ID5010,386636,38,25.0,12
ID6436,88580,38,126.0,12
ID5275,37120,38,25.0,12
ID4038,87987,38,126.0,12
ID13476,175,38,126.0,12
ID24294,0,38,25.0,12
ID13696,48965,38,25.0,12
ID5304,481,38,126.0,12
ID14502,26906,38,25.0,12
ID25982,8741,38,126.0,12
ID6608,205543,38,126.0,12
ID16956,2053786,38,126.0,12
ID182,20857,38,25.0,12
ID28451,3003,38,126.0,12
ID1772,147409,38,25.0,12
ID3596,141284,38,25.0,12
ID24449,72365,38,350.0,12
ID7723,18849,38,126.0,12
ID718,6550,38,25.0,12
ID5968,102,38,25.0,12
ID29447,1165684,38,126.0,12
ID4453,4954707,38,350.0,12
ID15705,742463,38,25.0,12
ID29635,25402,38,126.0,12
ID2523,6084,38,126.0,12
ID13130,200,38,25.0,12
ID27588,784168,38,25.0,12
ID5523,4185,38,25.0,12
ID13685,367181,38,126.0,12
ID9752,21403,38,350.0,12
ID26799,2020735,38,126.0,12
ID3903,20878,38,126.0,12
ID27364,6374,38,25.0,12
ID8225,121,38,,12
ID8753,147476,38,126.0,12
ID7662,14500,38,126.0,12
ID9082,17222,38,126.0,12
ID11898,3058171,38,126.0,12
ID756,196870,38,126.0,12
ID5972,1664,38,25.0,12
ID18785,109554,38,25.0,12
ID5383,52978,38,25.0,12
ID3279,85,38,126.0,12
ID8596,655677,38,126.0,12
ID17286,760189,38,350.0,12
ID27066,45,38,126.0,12
ID10286,423477,38,126.0,12
ID1641,247095,38,25.0,12
ID27103,1362,38,126.0,12
ID5675,29257,38,25.0,12
ID27601,46179,38,25.0,12
ID28665,114,38,25.0,12
ID19541,2444802,38,126.0,12
ID5893,590173,38,25.0,12
ID18544,74689,38,126.0,12
ID3779,313,38,25.0,12
ID17361,0,38,25.0,12
ID19817,271984,38,25.0,12
ID20952,0,38,126.0,12
ID2322,37521,38,126.0,12
ID13686,64275,38,126.0,12
ID28500,682,38,126.0,12
ID14304,1178943,38,126.0,12
ID17787,2659,38,25.0,12
ID26762,1208,38,25.0,12
ID4151,104241,38,25.0,12
ID1808,92233,38,25.0,12
ID13789,139190,38,25.0,12
ID2991,99348,38,126.0,12
ID24334,336265,38,25.0,12
ID13908,88692,38,126.0,12
ID8243,243735,38,25.0,12
ID9890,1965,38,126.0,12
ID10969,28971,38,126.0,12
ID11942,3474,38,126.0,12
ID2558,4000,38,126.0,12
ID19444,15578,38,25.0,12
ID5403,125933,38,126.0,12
ID9608,13692,38,126.0,12
ID12982,44219,38,,12
ID27795,32767,38,25.0,12
ID13163,24287,38,126.0,12
ID5881,809,38,126.0,12
ID18488,27,38,25.0,12
ID28940,87280,38,126.0,12
ID6516,149718,38,126.0,12
ID7947,949523,38,126.0,12
ID27002,40748,38,126.0,12
ID19840,10098,38,126.0,12
ID4105,166158,38,25.0,12
ID8127,79390,38,126.0,12
ID9840,277027,38,25.0,12
ID7721,358,38,126.0,12
ID8604,325277,38,25.0,12
ID21012,105727,38,,12
ID23842,25887,38,25.0,12
ID2950,312,38,25.0,12
ID14704,39212,38,126.0,12
ID28725,0,38,25.0,12
ID23420,3037639,38,25.0,12
ID26004,470108,38,25.0,12
ID12151,11799,38,126.0,12
ID23001,1,38,126.0,12
ID4393,62288,38,126.0,12
ID15688,748,38,126.0,12
ID17036,46,38,126.0,12
ID19172,458366,38,126.0,12
ID9580,21923,38,126.0,12
ID1853,19656,38,25.0,12
ID24591,46,38,25.0,12
ID11331,17,38,126.0,12
ID15072,0,38,126.0,12
ID8411,144035,38,25.0,12
ID10810,97725,38,25.0,12
ID2741,451453,38,350.0,12
ID522,19543,38,126.0,12
ID16830,4566,38,126.0,12
ID27207,184191,38,126.0,12
ID22534,35308,38,25.0,12
ID26713,32904,38,126.0,12
ID27878,4151,38,25.0,12
ID21722,75962,38,25.0,12
ID26256,7,38,126.0,12
ID11824,281519,38,126.0,12
ID18056,118898,38,25.0,12
ID22078,103496,38,25.0,12
ID23923,644493,38,126.0,12
ID15724,150078,38,125.0,12
ID21019,128396,38,126.0,12
ID4358,2124,38,25.0,12
ID10406,93,38,25.0,12
ID17112,12793,38,25.0,12
ID1497,208789,38,126.0,12
ID24653,8,38,25.0,12
ID4334,28555,38,126.0,12
ID15779,109777,38,225.0,12
ID8265,325552,38,126.0,12
ID1549,156248,38,126.0,12
ID26082,7651,38,25.0,12
ID3922,2523,38,126.0,12
ID26233,91,38,126.0,12
ID11060,1052322,38,25.0,12
ID245,4265,38,126.0,12
ID7893,446,38,25.0,12
ID16218,1182936,38,25.0,12
ID8074,124,38,126.0,12
ID3484,833068,38,126.0,12
ID525,124264,38,25.0,12
ID2354,11797,38,126.0,12
ID22527,25898,38,25.0,12
ID22287,1368,38,126.0,12
ID2435,779559,38,350.0,12
ID27582,15897,38,25.0,12
ID15170,544,38,126.0,12
ID19647,69178,38,25.0,12
ID26604,46127,38,25.0,12
ID9482,0,38,126.0,12
ID1606,13393,38,126.0,12
ID3314,6559,38,25.0,12
ID16517,550,38,25.0,12
ID24814,0,38,126.0,12
ID138,244573,38,126.0,12
ID19360,74120,38,126.0,12
ID11206,33380,38,126.0,12
ID29258,192798,38,25.0,12
ID3458,8685,38,126.0,12
ID14992,172337,38,25.0,12
ID19265,52641,38,25.0,12
ID14236,1153,38,25.0,12
ID3963,259986,38,126.0,12
ID437,66263,38,25.0,12
ID27443,1718,38,126.0,12
ID13463,1293822,38,126.0,12
ID7419,24880,38,25.0,12
ID2394,13778,38,126.0,12
ID174,293426,38,126.0,12
ID3772,176769,38,126.0,12
ID9203,13470,38,126.0,12
ID9128,874050,38,126.0,12
ID26842,0,38,126.0,12
ID20570,262722,38,25.0,12
ID13938,2048,38,25.0,12
ID26596,638,38,25.0,12
ID15869,260077,38,126.0,12
ID27434,25395,38,126.0,12
ID11884,1061,38,25.0,12
ID22136,17850,38,25.0,12
ID22621,438,38,25.0,12
ID12289,55388,38,126.0,12
ID3769,12540,38,126.0,12
ID24674,10465,38,126.0,12
ID6273,71,38,350.0,12
ID4897,524861,38,25.0,12
ID28128,981251,38,25.0,12
ID10467,72021,38,25.0,12
ID3663,594915,38,126.0,12
ID12428,51525,38,126.0,12
ID6099,28860,38,126.0,12
ID6400,1952,38,126.0,12
ID5760,80030,38,126.0,12
ID19931,33845,38,350.0,12
ID18451,519,38,25.0,12
ID4896,1408,38,126.0,12
ID26993,0,38,25.0,12
ID17117,269209,38,126.0,12
ID9479,154638,38,25.0,12
ID15328,391042,38,25.0,12
ID13802,485,38,25.0,12
ID13055,444056,38,126.0,12
ID29626,350218,38,25.0,12
ID26065,3502,38,126.0,12
ID27799,35,38,25.0,12
ID21977,3181,38,126.0,12
ID17401,1226179,38,126.0,12
ID26235,82470,38,25.0,12
ID14553,18075,38,25.0,12
ID13573,2354532,38,350.0,12
ID17472,53285,38,126.0,12
ID21604,15932,38,25.0,12
ID28202,0,38,25.0,12
ID15727,1999,38,126.0,12
ID18144,1893,38,25.0,12
ID20637,4631,38,25.0,12
ID15810,46,38,126.0,12
ID6467,1391654,38,25.0,12
ID8582,31328,38,126.0,12
ID8534,6037,38,25.0,12
ID10440,7511448,38,126.0,12
ID25727,36580,38,25.0,12
ID12332,2201452,38,350.0,12
ID18883,32795,38,126.0,12
ID10781,5010,38,126.0,12
ID11518,3525,38,25.0,12
ID15557,1390002,38,126.0,12
ID9011,300233,38,25.0,09
ID15914,285085,38,25.0,12
ID19182,15374,38,126.0,12
ID7408,195,38,25.0,12
ID7003,148086,38,126.0,12
ID5152,10364,38,126.0,12
ID25456,1507352,38,126.0,12
ID1525,32203,38,25.0,12
ID5691,1691,38,126.0,12
ID27762,152,38,25.0,12
ID21420,6420,38,25.0,12
ID12270,494183,38,126.0,12
ID25979,134461,38,126.0,12
ID21552,96292,38,225.0,12
ID4687,4,38,25.0,12
ID9636,1110779,38,126.0,12
ID5045,281106,38,25.0,12
ID6312,13403,38,25.0,12
ID1204,4373,38,25.0,12
ID9992,2844,38,25.0,12
ID20911,738615,38,126.0,12
ID25760,283208,38,25.0,12
ID17417,11251,38,25.0,12
ID13119,79400,38,25.0,12
ID28342,67054,38,126.0,12
ID1771,233781,38,25.0,12
ID12851,31677,38,126.0,12
ID24698,11560,38,25.0,12
ID27639,271,38,25.0,12
ID24141,0,38,25.0,12
ID2381,39802,38,25.0,12
ID9838,26322,38,126.0,12
ID1850,7473,38,126.0,12
ID29265,62618,38,25.0,12
ID15504,57381,38,25.0,12
ID21968,116611,38,25.0,12
ID26347,304360,38,25.0,12
ID15109,33573,38,126.0,12
ID5946,52415,38,126.0,12
ID10871,201,38,126.0,12
ID7201,1567701,38,25.0,12
ID1206,102642,38,126.0,12
ID17664,57015,38,25.0,12
ID7022,0,38,126.0,12
ID14397,4209,38,126.0,12
ID13293,32420,38,126.0,12
ID24254,2768,38,25.0,12
ID28638,0,38,126.0,12
ID28205,1396067,38,25.0,12
ID5184,218416,38,25.0,12
ID11013,743301,38,25.0,12
ID4560,57322,38,126.0,12
ID1923,9153035,38,126.0,12
ID28305,23156,38,126.0,12
ID23925,530129,38,126.0,12
ID21347,272456,38,126.0,12
ID18543,0,38,25.0,12
ID18480,131138,38,126.0,12
ID18497,125963,38,126.0,12
ID14267,5133471,38,126.0,12
ID4961,1616353,38,126.0,12
ID12864,190779,38,126.0,12
ID18900,1533,38,25.0,12
ID14544,59446,38,126.0,12
ID4480,150457,38,25.0,12
ID19235,42685,38,126.0,12
ID13325,16743,38,126.0,12
ID11252,1486,38,25.0,12
ID9330,544719,38,25.0,12
ID28392,155633,38,126.0,12
ID21405,46045,38,126.0,12
ID10920,69142,38,126.0,12
ID16086,166590,38,25.0,12
ID24218,35155,38,25.0,12
ID7427,571350,38,,12
ID1160,63750,38,25.0,12
ID15960,35555,38,126.0,12
ID16211,34711557,38,126.0,12
ID22197,65427,38,126.0,12
ID12817,1,38,25.0,12
ID10519,10270,38,25.0,12
ID23441,25109,38,126.0,12
ID3017,1984178,38,25.0,12
ID24375,138828,38,350.0,12
ID27901,157426,38,126.0,12
ID1533,12434,38,25.0,12
ID22982,1303,38,25.0,12
ID2056,119,38,126.0,12
ID10345,299,38,25.0,12
ID6054,37175,38,25.0,12
ID15262,35982,38,126.0,12
ID25645,620040,38,350.0,12
ID26982,436467,38,126.0,12
ID17128,38641,38,25.0,12
ID17768,3428504,38,25.0,12
ID19084,452125,38,25.0,12
ID26016,23811,38,126.0,12
ID13637,9711,38,25.0,12
ID10974,0,38,126.0,12
ID18949,538672,38,126.0,12
ID24116,53627,38,126.0,12
ID28287,18219,38,25.0,12
ID27784,23244,38,25.0,12
ID3785,271312,38,350.0,12
ID7284,59236,38,126.0,12
ID8928,8448298,38,126.0,12
ID24165,22200,38,25.0,12
ID21880,1111690,38,126.0,12
ID8088,338618,38,126.0,12
ID4440,0,38,350.0,12
ID24315,853183,38,126.0,12
ID27007,19593,38,25.0,12
ID19642,63014,38,126.0,12
ID7757,5644268,38,25.0,12
ID15057,153022,38,126.0,12
ID2125,931397,38,126.0,12
ID13560,26230,38,126.0,12
ID5906,31024,38,,12
ID19606,7722,38,25.0,12
ID29152,308,38,25.0,12
ID12126,55913,38,25.0,12
ID27766,4,38,25.0,12
ID25339,120154,38,25.0,12
ID27646,1936350,38,126.0,12
ID3784,10191,38,126.0,12
ID25891,141057,38,126.0,12
ID27952,2155222,38,126.0,12
ID2963,204847,38,25.0,12
ID7232,125101,38,126.0,12
ID8615,74106,38,126.0,12
ID27408,495241,38,25.0,12
ID23914,108703,38,126.0,12
ID25984,1215864,38,126.0,12
ID12456,141363,38,25.0,12
ID28889,0,38,126.0,12
ID23103,529760,38,25.0,12
ID24352,1796,38,126.0,12
ID14455,678,38,25.0,12
ID26651,577753,38,126.0,12
ID28681,1451088,38,126.0,12
ID18373,276,38,25.0,12
ID18995,24962,38,126.0,12
ID17647,3217563,38,126.0,12
ID7116,230,38,25.0,12
ID11243,206,38,126.0,12
ID12614,6461036,38,126.0,12
ID23167,43566,38,126.0,12
ID9126,60091,38,,12
ID17865,34582,38,25.0,12
ID19380,8586,38,350.0,12
ID24461,937,38,126.0,12
ID2031,448067,38,126.0,12
ID3496,1071509,38,126.0,12
